,date,item,category,price,promotion,units_sold,sales_7d_avg,day_of_week,is_weekend,is_holiday,brand,discount,stock_available,stockout_flag
534,2024-03-27,Toothpaste,Personal Care,45,0,24,21.714285714285715,Wednesday,0,0,Colgate,0.1,29,0
537,2024-03-28,Toothpaste,Personal Care,50,0,16,21.571428571428573,Thursday,0,0,Colgate,0.0,31,0
540,2024-03-29,Toothpaste,Personal Care,45,0,19,21.285714285714285,Friday,0,0,Colgate,0.1,29,0
543,2024-03-30,Toothpaste,Personal Care,50,0,21,20.714285714285715,Saturday,1,0,Colgate,0.0,30,0
546,2024-03-31,Toothpaste,Personal Care,40,1,31,20.142857142857142,Sunday,1,0,Colgate,0.2,45,0
549,2024-04-01,Toothpaste,Personal Care,45,0,21,22.428571428571427,Monday,0,1,Colgate,0.1,27,0
552,2024-04-02,Toothpaste,Personal Care,45,0,23,22.142857142857142,Tuesday,0,1,Colgate,0.1,24,0
555,2024-04-03,Toothpaste,Personal Care,45,0,23,22.142857142857142,Wednesday,0,0,Colgate,0.1,34,0
558,2024-04-04,Toothpaste,Personal Care,40,0,18,22.0,Thursday,0,0,Colgate,0.2,36,0
561,2024-04-05,Toothpaste,Personal Care,40,0,20,22.285714285714285,Friday,0,0,Colgate,0.2,31,0
564,2024-04-06,Toothpaste,Personal Care,40,0,21,22.428571428571427,Saturday,1,0,Colgate,0.2,36,0
567,2024-04-07,Toothpaste,Personal Care,50,1,26,22.428571428571427,Sunday,1,0,Colgate,0.0,31,0
570,2024-04-08,Toothpaste,Personal Care,50,0,18,21.714285714285715,Monday,0,0,Colgate,0.0,20,0
573,2024-04-09,Toothpaste,Personal Care,40,0,20,21.285714285714285,Tuesday,0,1,Colgate,0.2,21,0
576,2024-04-10,Toothpaste,Personal Care,50,0,25,20.857142857142858,Wednesday,0,0,Colgate,0.0,44,0
579,2024-04-11,Toothpaste,Personal Care,40,1,29,21.142857142857142,Thursday,0,0,Colgate,0.2,33,0
582,2024-04-12,Toothpaste,Personal Care,45,0,19,22.714285714285715,Friday,0,0,Colgate,0.1,29,0
585,2024-04-13,Toothpaste,Personal Care,45,0,24,22.571428571428573,Saturday,1,1,Colgate,0.1,26,0
588,2024-04-14,Toothpaste,Personal Care,40,0,22,23.0,Sunday,1,0,Colgate,0.2,24,0
591,2024-04-15,Toothpaste,Personal Care,40,0,23,22.428571428571427,Monday,0,0,Colgate,0.2,27,0
594,2024-04-16,Toothpaste,Personal Care,40,0,16,23.142857142857142,Tuesday,0,0,Colgate,0.2,26,0
597,2024-04-17,Toothpaste,Personal Care,40,0,19,22.571428571428573,Wednesday,0,0,Colgate,0.2,21,0
600,2024-04-18,Toothpaste,Personal Care,50,0,25,21.714285714285715,Thursday,0,0,Colgate,0.0,37,0
603,2024-04-19,Toothpaste,Personal Care,40,0,22,21.142857142857142,Friday,0,0,Colgate,0.2,29,0
606,2024-04-20,Toothpaste,Personal Care,45,0,19,21.571428571428573,Saturday,1,0,Colgate,0.1,38,0
609,2024-04-21,Toothpaste,Personal Care,45,0,25,20.857142857142858,Sunday,1,0,Colgate,0.1,34,0
612,2024-04-22,Toothpaste,Personal Care,40,1,27,21.285714285714285,Monday,0,0,Colgate,0.2,28,0
615,2024-04-23,Toothpaste,Personal Care,50,0,22,21.857142857142858,Tuesday,0,0,Colgate,0.0,25,0
618,2024-04-24,Toothpaste,Personal Care,45,0,21,22.714285714285715,Wednesday,0,0,Colgate,0.1,38,0
621,2024-04-25,Toothpaste,Personal Care,45,1,29,23.0,Thursday,0,0,Colgate,0.1,47,0
624,2024-04-26,Toothpaste,Personal Care,50,1,28,23.571428571428573,Friday,0,1,Colgate,0.0,31,0
627,2024-04-27,Toothpaste,Personal Care,50,0,17,24.428571428571427,Saturday,1,0,Colgate,0.0,36,0
630,2024-04-28,Toothpaste,Personal Care,50,0,15,24.142857142857142,Sunday,1,0,Colgate,0.0,23,0
633,2024-04-29,Toothpaste,Personal Care,45,0,17,22.714285714285715,Monday,0,0,Colgate,0.1,32,0
636,2024-04-30,Toothpaste,Personal Care,45,1,32,21.285714285714285,Tuesday,0,0,Colgate,0.1,37,0
639,2024-05-01,Toothpaste,Personal Care,40,0,18,22.714285714285715,Wednesday,0,0,Colgate,0.2,21,0
642,2024-05-02,Toothpaste,Personal Care,50,0,16,22.285714285714285,Thursday,0,0,Colgate,0.0,24,0
645,2024-05-03,Toothpaste,Personal Care,45,0,16,20.428571428571427,Friday,0,0,Colgate,0.1,28,0
648,2024-05-04,Toothpaste,Personal Care,40,0,19,18.714285714285715,Saturday,1,0,Colgate,0.2,27,0
651,2024-05-05,Toothpaste,Personal Care,45,0,18,19.0,Sunday,1,0,Colgate,0.1,23,0
654,2024-05-06,Toothpaste,Personal Care,50,0,16,19.428571428571427,Monday,0,0,Colgate,0.0,34,0
657,2024-05-07,Toothpaste,Personal Care,45,0,16,19.285714285714285,Tuesday,0,0,Colgate,0.1,29,0
660,2024-05-08,Toothpaste,Personal Care,45,1,27,17.0,Wednesday,0,0,Colgate,0.1,41,0
663,2024-05-09,Toothpaste,Personal Care,40,0,19,18.285714285714285,Thursday,0,0,Colgate,0.2,21,0
666,2024-05-10,Toothpaste,Personal Care,40,0,24,18.714285714285715,Friday,0,1,Colgate,0.2,28,0
669,2024-05-11,Toothpaste,Personal Care,40,0,19,19.857142857142858,Saturday,1,0,Colgate,0.2,36,0
672,2024-05-12,Toothpaste,Personal Care,40,0,23,19.857142857142858,Sunday,1,0,Colgate,0.2,36,0
675,2024-05-13,Toothpaste,Personal Care,50,1,30,20.571428571428573,Monday,0,0,Colgate,0.0,45,0
678,2024-05-14,Toothpaste,Personal Care,50,0,15,22.571428571428573,Tuesday,0,1,Colgate,0.0,28,0
681,2024-05-15,Toothpaste,Personal Care,45,0,25,22.428571428571427,Wednesday,0,0,Colgate,0.1,33,0
684,2024-05-16,Toothpaste,Personal Care,50,0,25,22.142857142857142,Thursday,0,0,Colgate,0.0,39,0
687,2024-05-17,Toothpaste,Personal Care,40,0,17,23.0,Friday,0,0,Colgate,0.2,23,0
690,2024-05-18,Toothpaste,Personal Care,45,0,20,22.0,Saturday,1,1,Colgate,0.1,33,0
693,2024-05-19,Toothpaste,Personal Care,40,1,32,22.142857142857142,Sunday,1,0,Colgate,0.2,37,0
696,2024-05-20,Toothpaste,Personal Care,45,0,19,23.428571428571427,Monday,0,0,Colgate,0.1,33,0
699,2024-05-21,Toothpaste,Personal Care,40,0,20,21.857142857142858,Tuesday,0,0,Colgate,0.2,39,0
702,2024-05-22,Toothpaste,Personal Care,40,0,25,22.571428571428573,Wednesday,0,0,Colgate,0.2,32,0
705,2024-05-23,Toothpaste,Personal Care,40,0,21,22.571428571428573,Thursday,0,0,Colgate,0.2,22,0
708,2024-05-24,Toothpaste,Personal Care,50,1,26,22.0,Friday,0,0,Colgate,0.0,33,0
711,2024-05-25,Toothpaste,Personal Care,50,1,33,23.285714285714285,Saturday,1,0,Colgate,0.0,33,1
714,2024-05-26,Toothpaste,Personal Care,45,0,25,25.142857142857142,Sunday,1,0,Colgate,0.1,41,0
717,2024-05-27,Toothpaste,Personal Care,40,0,17,24.142857142857142,Monday,0,0,Colgate,0.2,35,0
720,2024-05-28,Toothpaste,Personal Care,40,0,15,23.857142857142858,Tuesday,0,0,Colgate,0.2,19,0
723,2024-05-29,Toothpaste,Personal Care,40,0,16,23.142857142857142,Wednesday,0,0,Colgate,0.2,35,0
726,2024-05-30,Toothpaste,Personal Care,50,1,31,21.857142857142858,Thursday,0,0,Colgate,0.0,46,0
729,2024-05-31,Toothpaste,Personal Care,40,0,23,23.285714285714285,Friday,0,0,Colgate,0.2,29,0
732,2024-06-01,Toothpaste,Personal Care,45,1,26,22.857142857142858,Saturday,1,0,Colgate,0.1,32,0
735,2024-06-02,Toothpaste,Personal Care,45,0,20,21.857142857142858,Sunday,1,0,Colgate,0.1,37,0
738,2024-06-03,Toothpaste,Personal Care,50,0,20,21.142857142857142,Monday,0,0,Colgate,0.0,37,0
741,2024-06-04,Toothpaste,Personal Care,50,0,25,21.571428571428573,Tuesday,0,0,Colgate,0.0,26,0
744,2024-06-05,Toothpaste,Personal Care,50,0,25,23.0,Wednesday,0,0,Colgate,0.0,39,0
747,2024-06-06,Toothpaste,Personal Care,50,0,20,24.285714285714285,Thursday,0,0,Colgate,0.0,33,0
750,2024-06-07,Toothpaste,Personal Care,50,1,31,22.714285714285715,Friday,0,0,Colgate,0.0,48,0
753,2024-06-08,Toothpaste,Personal Care,45,0,15,23.857142857142858,Saturday,1,0,Colgate,0.1,23,0
756,2024-06-09,Toothpaste,Personal Care,45,0,17,22.285714285714285,Sunday,1,0,Colgate,0.1,30,0
759,2024-06-10,Toothpaste,Personal Care,40,0,25,21.857142857142858,Monday,0,0,Colgate,0.2,29,0
762,2024-06-11,Toothpaste,Personal Care,50,0,19,22.571428571428573,Tuesday,0,1,Colgate,0.0,29,0
765,2024-06-12,Toothpaste,Personal Care,40,0,19,21.714285714285715,Wednesday,0,0,Colgate,0.2,26,0
768,2024-06-13,Toothpaste,Personal Care,45,0,19,20.857142857142858,Thursday,0,1,Colgate,0.1,23,0
771,2024-06-14,Toothpaste,Personal Care,45,0,22,20.714285714285715,Friday,0,0,Colgate,0.1,32,0
774,2024-06-15,Toothpaste,Personal Care,45,1,33,19.428571428571427,Saturday,1,1,Colgate,0.1,37,0
777,2024-06-16,Toothpaste,Personal Care,45,0,22,22.0,Sunday,1,0,Colgate,0.1,38,0
780,2024-06-17,Toothpaste,Personal Care,50,0,17,22.714285714285715,Monday,0,0,Colgate,0.0,20,0
783,2024-06-18,Toothpaste,Personal Care,40,0,18,21.571428571428573,Tuesday,0,0,Colgate,0.2,32,0
786,2024-06-19,Toothpaste,Personal Care,45,0,20,21.428571428571427,Wednesday,0,0,Colgate,0.1,38,0
789,2024-06-20,Toothpaste,Personal Care,50,0,24,21.571428571428573,Thursday,0,1,Colgate,0.0,25,0
792,2024-06-21,Toothpaste,Personal Care,50,0,25,22.285714285714285,Friday,0,0,Colgate,0.0,41,0
795,2024-06-22,Toothpaste,Personal Care,40,1,28,22.714285714285715,Saturday,1,0,Colgate,0.2,39,0
798,2024-06-23,Toothpaste,Personal Care,45,0,16,22.0,Sunday,1,1,Colgate,0.1,32,0
801,2024-06-24,Toothpaste,Personal Care,45,0,25,21.142857142857142,Monday,0,0,Colgate,0.1,34,0
804,2024-06-25,Toothpaste,Personal Care,40,0,22,22.285714285714285,Tuesday,0,0,Colgate,0.2,39,0
807,2024-06-26,Toothpaste,Personal Care,50,0,16,22.857142857142858,Wednesday,0,0,Colgate,0.0,34,0
810,2024-06-27,Toothpaste,Personal Care,50,0,20,22.285714285714285,Thursday,0,1,Colgate,0.0,37,0
813,2024-06-28,Toothpaste,Personal Care,45,1,28,21.714285714285715,Friday,0,0,Colgate,0.1,40,0
816,2024-06-29,Toothpaste,Personal Care,40,0,21,22.142857142857142,Saturday,1,0,Colgate,0.2,34,0
819,2024-06-30,Toothpaste,Personal Care,45,0,20,21.142857142857142,Sunday,1,0,Colgate,0.1,35,0
822,2024-07-01,Toothpaste,Personal Care,40,0,18,21.714285714285715,Monday,0,0,Colgate,0.2,35,0
825,2024-07-02,Toothpaste,Personal Care,45,0,15,20.714285714285715,Tuesday,0,0,Colgate,0.1,32,0
828,2024-07-03,Toothpaste,Personal Care,45,0,20,19.714285714285715,Wednesday,0,1,Colgate,0.1,35,0
831,2024-07-04,Toothpaste,Personal Care,50,0,24,20.285714285714285,Thursday,0,1,Colgate,0.0,40,0
834,2024-07-05,Toothpaste,Personal Care,40,0,22,20.857142857142858,Friday,0,0,Colgate,0.2,28,0
837,2024-07-06,Toothpaste,Personal Care,40,0,25,20.0,Saturday,1,0,Colgate,0.2,36,0
840,2024-07-07,Toothpaste,Personal Care,40,1,33,20.571428571428573,Sunday,1,0,Colgate,0.2,34,0
843,2024-07-08,Toothpaste,Personal Care,50,0,22,22.428571428571427,Monday,0,0,Colgate,0.0,31,0
846,2024-07-09,Toothpaste,Personal Care,40,0,20,23.0,Tuesday,0,0,Colgate,0.2,24,0
849,2024-07-10,Toothpaste,Personal Care,50,0,18,23.714285714285715,Wednesday,0,1,Colgate,0.0,20,0
852,2024-07-11,Toothpaste,Personal Care,40,0,23,23.428571428571427,Thursday,0,0,Colgate,0.2,41,0
855,2024-07-12,Toothpaste,Personal Care,50,1,34,23.285714285714285,Friday,0,0,Colgate,0.0,46,0
858,2024-07-13,Toothpaste,Personal Care,45,0,22,25.0,Saturday,1,0,Colgate,0.1,33,0
861,2024-07-14,Toothpaste,Personal Care,50,0,15,24.571428571428573,Sunday,1,0,Colgate,0.0,17,0
864,2024-07-15,Toothpaste,Personal Care,45,0,21,22.0,Monday,0,0,Colgate,0.1,26,0
867,2024-07-16,Toothpaste,Personal Care,40,0,20,21.857142857142858,Tuesday,0,0,Colgate,0.2,33,0
870,2024-07-17,Toothpaste,Personal Care,50,1,30,21.857142857142858,Wednesday,0,0,Colgate,0.0,33,0
873,2024-07-18,Toothpaste,Personal Care,50,0,15,23.571428571428573,Thursday,0,1,Colgate,0.0,27,0
876,2024-07-19,Toothpaste,Personal Care,50,0,22,22.428571428571427,Friday,0,0,Colgate,0.0,40,0
879,2024-07-20,Toothpaste,Personal Care,40,0,17,20.714285714285715,Saturday,1,0,Colgate,0.2,34,0
882,2024-07-21,Toothpaste,Personal Care,40,0,19,20.0,Sunday,1,0,Colgate,0.2,21,0
885,2024-07-22,Toothpaste,Personal Care,50,0,21,20.571428571428573,Monday,0,0,Colgate,0.0,40,0
888,2024-07-23,Toothpaste,Personal Care,50,0,22,20.571428571428573,Tuesday,0,0,Colgate,0.0,27,0
891,2024-07-24,Toothpaste,Personal Care,45,0,22,20.857142857142858,Wednesday,0,0,Colgate,0.1,37,0
894,2024-07-25,Toothpaste,Personal Care,50,0,22,19.714285714285715,Thursday,0,1,Colgate,0.0,41,0
897,2024-07-26,Toothpaste,Personal Care,50,1,33,20.714285714285715,Friday,0,0,Colgate,0.0,35,0
900,2024-07-27,Toothpaste,Personal Care,50,0,15,22.285714285714285,Saturday,1,0,Colgate,0.0,26,0
903,2024-07-28,Toothpaste,Personal Care,50,1,28,22.0,Sunday,1,0,Colgate,0.0,46,0
906,2024-07-29,Toothpaste,Personal Care,45,0,18,23.285714285714285,Monday,0,0,Colgate,0.1,36,0
909,2024-07-30,Toothpaste,Personal Care,45,0,19,22.857142857142858,Tuesday,0,0,Colgate,0.1,22,0
912,2024-07-31,Toothpaste,Personal Care,40,0,16,22.428571428571427,Wednesday,0,0,Colgate,0.2,16,1
915,2024-08-01,Toothpaste,Personal Care,50,0,22,21.571428571428573,Thursday,0,0,Colgate,0.0,23,0
918,2024-08-02,Toothpaste,Personal Care,50,0,25,21.571428571428573,Friday,0,0,Colgate,0.0,37,0
921,2024-08-03,Toothpaste,Personal Care,45,0,21,20.428571428571427,Saturday,1,0,Colgate,0.1,33,0
924,2024-08-04,Toothpaste,Personal Care,45,0,21,21.285714285714285,Sunday,1,0,Colgate,0.1,22,0
927,2024-08-05,Toothpaste,Personal Care,50,0,18,20.285714285714285,Monday,0,0,Colgate,0.0,36,0
930,2024-08-06,Toothpaste,Personal Care,45,0,18,20.285714285714285,Tuesday,0,0,Colgate,0.1,33,0
933,2024-08-07,Toothpaste,Personal Care,50,1,31,20.142857142857142,Wednesday,0,1,Colgate,0.0,42,0
936,2024-08-08,Toothpaste,Personal Care,40,0,16,22.285714285714285,Thursday,0,0,Colgate,0.2,16,1
939,2024-08-09,Toothpaste,Personal Care,50,0,15,21.428571428571427,Friday,0,0,Colgate,0.0,23,0
942,2024-08-10,Toothpaste,Personal Care,40,0,22,20.0,Saturday,1,0,Colgate,0.2,38,0
945,2024-08-11,Toothpaste,Personal Care,40,1,32,20.142857142857142,Sunday,1,0,Colgate,0.2,41,0
948,2024-08-12,Toothpaste,Personal Care,50,0,19,21.714285714285715,Monday,0,0,Colgate,0.0,36,0
951,2024-08-13,Toothpaste,Personal Care,45,0,18,21.857142857142858,Tuesday,0,0,Colgate,0.1,36,0
954,2024-08-14,Toothpaste,Personal Care,45,0,22,21.857142857142858,Wednesday,0,0,Colgate,0.1,28,0
957,2024-08-15,Toothpaste,Personal Care,40,0,23,20.571428571428573,Thursday,0,0,Colgate,0.2,41,0
960,2024-08-16,Toothpaste,Personal Care,45,0,17,21.571428571428573,Friday,0,0,Colgate,0.1,31,0
963,2024-08-17,Toothpaste,Personal Care,50,0,20,21.857142857142858,Saturday,1,0,Colgate,0.0,28,0
966,2024-08-18,Toothpaste,Personal Care,45,1,28,21.571428571428573,Sunday,1,0,Colgate,0.1,37,0
969,2024-08-19,Toothpaste,Personal Care,50,1,30,21.0,Monday,0,0,Colgate,0.0,49,0
972,2024-08-20,Toothpaste,Personal Care,45,0,22,22.571428571428573,Tuesday,0,0,Colgate,0.1,41,0
975,2024-08-21,Toothpaste,Personal Care,45,0,25,23.142857142857142,Wednesday,0,0,Colgate,0.1,28,0
978,2024-08-22,Toothpaste,Personal Care,50,0,23,23.571428571428573,Thursday,0,0,Colgate,0.0,28,0
981,2024-08-23,Toothpaste,Personal Care,40,0,17,23.571428571428573,Friday,0,0,Colgate,0.2,20,0
984,2024-08-24,Toothpaste,Personal Care,50,0,20,23.571428571428573,Saturday,1,0,Colgate,0.0,24,0
987,2024-08-25,Toothpaste,Personal Care,50,0,19,23.571428571428573,Sunday,1,0,Colgate,0.0,27,0
990,2024-08-26,Toothpaste,Personal Care,50,0,17,22.285714285714285,Monday,0,0,Colgate,0.0,28,0
993,2024-08-27,Toothpaste,Personal Care,45,0,20,20.428571428571427,Tuesday,0,0,Colgate,0.1,27,0
996,2024-08-28,Toothpaste,Personal Care,50,0,25,20.142857142857142,Wednesday,0,0,Colgate,0.0,29,0
999,2024-08-29,Toothpaste,Personal Care,50,0,16,20.142857142857142,Thursday,0,0,Colgate,0.0,26,0
1002,2024-08-30,Toothpaste,Personal Care,45,0,21,19.142857142857142,Friday,0,0,Colgate,0.1,31,0
1005,2024-08-31,Toothpaste,Personal Care,50,1,35,19.714285714285715,Saturday,1,0,Colgate,0.0,47,0
1008,2024-09-01,Toothpaste,Personal Care,45,0,24,21.857142857142858,Sunday,1,0,Colgate,0.1,37,0
1011,2024-09-02,Toothpaste,Personal Care,50,0,18,22.571428571428573,Monday,0,0,Colgate,0.0,25,0
1014,2024-09-03,Toothpaste,Personal Care,45,0,23,22.714285714285715,Tuesday,0,0,Colgate,0.1,40,0
1017,2024-09-04,Toothpaste,Personal Care,45,0,16,23.142857142857142,Wednesday,0,0,Colgate,0.1,34,0
1020,2024-09-05,Toothpaste,Personal Care,45,0,24,21.857142857142858,Thursday,0,0,Colgate,0.1,35,0
1023,2024-09-06,Toothpaste,Personal Care,50,0,22,23.0,Friday,0,0,Colgate,0.0,33,0
1026,2024-09-07,Toothpaste,Personal Care,40,0,24,23.142857142857142,Saturday,1,0,Colgate,0.2,41,0
1029,2024-09-08,Toothpaste,Personal Care,40,1,28,21.571428571428573,Sunday,1,0,Colgate,0.2,37,0
1032,2024-09-09,Toothpaste,Personal Care,50,0,20,22.142857142857142,Monday,0,0,Colgate,0.0,26,0
1035,2024-09-10,Toothpaste,Personal Care,40,0,21,22.428571428571427,Tuesday,0,0,Colgate,0.2,38,0
1038,2024-09-11,Toothpaste,Personal Care,50,0,17,22.142857142857142,Wednesday,0,0,Colgate,0.0,28,0
1041,2024-09-12,Toothpaste,Personal Care,40,1,35,22.285714285714285,Thursday,0,1,Colgate,0.2,48,0
1044,2024-09-13,Toothpaste,Personal Care,40,0,19,23.857142857142858,Friday,0,0,Colgate,0.2,33,0
1047,2024-09-14,Toothpaste,Personal Care,50,0,24,23.428571428571427,Saturday,1,0,Colgate,0.0,39,0
1050,2024-09-15,Toothpaste,Personal Care,45,0,20,23.428571428571427,Sunday,1,0,Colgate,0.1,21,0
1053,2024-09-16,Toothpaste,Personal Care,45,0,23,22.285714285714285,Monday,0,0,Colgate,0.1,40,0
1056,2024-09-17,Toothpaste,Personal Care,45,0,16,22.714285714285715,Tuesday,0,0,Colgate,0.1,27,0
1059,2024-09-18,Toothpaste,Personal Care,45,0,22,22.0,Wednesday,0,0,Colgate,0.1,37,0
1062,2024-09-19,Toothpaste,Personal Care,45,0,25,22.714285714285715,Thursday,0,0,Colgate,0.1,37,0
1065,2024-09-20,Toothpaste,Personal Care,40,0,15,21.285714285714285,Friday,0,0,Colgate,0.2,34,0
1068,2024-09-21,Toothpaste,Personal Care,45,0,17,20.714285714285715,Saturday,1,0,Colgate,0.1,33,0
1071,2024-09-22,Toothpaste,Personal Care,50,0,19,19.714285714285715,Sunday,1,0,Colgate,0.0,36,0
1074,2024-09-23,Toothpaste,Personal Care,40,0,18,19.571428571428573,Monday,0,0,Colgate,0.2,20,0
1077,2024-09-24,Toothpaste,Personal Care,45,0,17,18.857142857142858,Tuesday,0,0,Colgate,0.1,26,0
1080,2024-09-25,Toothpaste,Personal Care,40,0,18,19.0,Wednesday,0,1,Colgate,0.2,18,1
1083,2024-09-26,Toothpaste,Personal Care,40,1,27,18.428571428571427,Thursday,0,1,Colgate,0.2,32,0
1086,2024-09-27,Toothpaste,Personal Care,50,0,15,18.714285714285715,Friday,0,0,Colgate,0.0,17,0
1089,2024-09-28,Toothpaste,Personal Care,40,0,25,18.714285714285715,Saturday,1,0,Colgate,0.2,43,0
1092,2024-09-29,Toothpaste,Personal Care,40,1,31,19.857142857142858,Sunday,1,1,Colgate,0.2,34,0
1095,2024-09-30,Toothpaste,Personal Care,50,1,27,21.571428571428573,Monday,0,0,Colgate,0.0,46,0
1098,2024-10-01,Toothpaste,Personal Care,40,0,19,22.857142857142858,Tuesday,0,0,Colgate,0.2,21,0
1101,2024-10-02,Toothpaste,Personal Care,40,0,16,23.142857142857142,Wednesday,0,0,Colgate,0.2,23,0
1104,2024-10-03,Toothpaste,Personal Care,40,0,17,22.857142857142858,Thursday,0,0,Colgate,0.2,24,0
1107,2024-10-04,Toothpaste,Personal Care,50,0,19,21.428571428571427,Friday,0,0,Colgate,0.0,25,0
1110,2024-10-05,Toothpaste,Personal Care,45,0,21,22.0,Saturday,1,0,Colgate,0.1,22,0
1113,2024-10-06,Toothpaste,Personal Care,45,0,19,21.428571428571427,Sunday,1,0,Colgate,0.1,24,0
1116,2024-10-07,Toothpaste,Personal Care,40,0,19,19.714285714285715,Monday,0,0,Colgate,0.2,34,0
1119,2024-10-08,Toothpaste,Personal Care,40,1,34,18.571428571428573,Tuesday,0,0,Colgate,0.2,43,0
1122,2024-10-09,Toothpaste,Personal Care,45,0,21,20.714285714285715,Wednesday,0,0,Colgate,0.1,24,0
1125,2024-10-10,Toothpaste,Personal Care,40,0,25,21.428571428571427,Thursday,0,0,Colgate,0.2,37,0
1128,2024-10-11,Toothpaste,Personal Care,40,0,20,22.571428571428573,Friday,0,0,Colgate,0.2,29,0
1131,2024-10-12,Toothpaste,Personal Care,50,0,17,22.714285714285715,Saturday,1,0,Colgate,0.0,30,0
1134,2024-10-13,Toothpaste,Personal Care,40,0,22,22.142857142857142,Sunday,1,0,Colgate,0.2,30,0
1137,2024-10-14,Toothpaste,Personal Care,50,0,25,22.571428571428573,Monday,0,0,Colgate,0.0,35,0
1140,2024-10-15,Toothpaste,Personal Care,50,0,18,23.428571428571427,Tuesday,0,0,Colgate,0.0,35,0
1143,2024-10-16,Toothpaste,Personal Care,40,0,16,21.142857142857142,Wednesday,0,0,Colgate,0.2,26,0
1146,2024-10-17,Toothpaste,Personal Care,50,1,30,20.428571428571427,Thursday,0,0,Colgate,0.0,46,0
1149,2024-10-18,Toothpaste,Personal Care,50,0,18,21.142857142857142,Friday,0,0,Colgate,0.0,19,0
1152,2024-10-19,Toothpaste,Personal Care,40,0,20,20.857142857142858,Saturday,1,0,Colgate,0.2,22,0
1155,2024-10-20,Toothpaste,Personal Care,40,0,17,21.285714285714285,Sunday,1,0,Colgate,0.2,27,0
1158,2024-10-21,Toothpaste,Personal Care,50,0,16,20.571428571428573,Monday,0,0,Colgate,0.0,33,0
1161,2024-10-22,Toothpaste,Personal Care,50,0,15,19.285714285714285,Tuesday,0,0,Colgate,0.0,17,0
1164,2024-10-23,Toothpaste,Personal Care,45,0,20,18.857142857142858,Wednesday,0,0,Colgate,0.1,34,0
1167,2024-10-24,Toothpaste,Personal Care,45,0,17,19.428571428571427,Thursday,0,0,Colgate,0.1,27,0
1170,2024-10-25,Toothpaste,Personal Care,50,1,25,17.571428571428573,Friday,0,0,Colgate,0.0,35,0
1173,2024-10-26,Toothpaste,Personal Care,40,0,25,18.571428571428573,Saturday,1,1,Colgate,0.2,44,0
1176,2024-10-27,Toothpaste,Personal Care,50,0,18,19.285714285714285,Sunday,1,0,Colgate,0.0,28,0
1179,2024-10-28,Toothpaste,Personal Care,40,0,23,19.428571428571427,Monday,0,0,Colgate,0.2,41,0
1182,2024-10-29,Toothpaste,Personal Care,40,1,33,20.428571428571427,Tuesday,0,0,Colgate,0.2,33,1
1185,2024-10-30,Toothpaste,Personal Care,50,0,16,23.0,Wednesday,0,0,Colgate,0.0,20,0
1188,2024-10-31,Toothpaste,Personal Care,50,0,19,22.428571428571427,Thursday,0,0,Colgate,0.0,28,0
1191,2024-11-01,Toothpaste,Personal Care,50,0,18,22.714285714285715,Friday,0,0,Colgate,0.0,27,0
1194,2024-11-02,Toothpaste,Personal Care,50,0,20,21.714285714285715,Saturday,1,0,Colgate,0.0,33,0
1197,2024-11-03,Toothpaste,Personal Care,50,0,17,21.0,Sunday,1,0,Colgate,0.0,18,0
1200,2024-11-04,Toothpaste,Personal Care,50,1,25,20.857142857142858,Monday,0,0,Colgate,0.0,28,0
1203,2024-11-05,Toothpaste,Personal Care,40,0,21,21.142857142857142,Tuesday,0,0,Colgate,0.2,22,0
1206,2024-11-06,Toothpaste,Personal Care,50,0,17,19.428571428571427,Wednesday,0,0,Colgate,0.0,34,0
1209,2024-11-07,Toothpaste,Personal Care,50,0,16,19.571428571428573,Thursday,0,1,Colgate,0.0,28,0
1212,2024-11-08,Toothpaste,Personal Care,45,0,23,19.142857142857142,Friday,0,0,Colgate,0.1,41,0
1215,2024-11-09,Toothpaste,Personal Care,50,0,23,19.857142857142858,Saturday,1,0,Colgate,0.0,27,0
1218,2024-11-10,Toothpaste,Personal Care,50,0,18,20.285714285714285,Sunday,1,0,Colgate,0.0,37,0
1221,2024-11-11,Toothpaste,Personal Care,40,0,23,20.428571428571427,Monday,0,0,Colgate,0.2,24,0
1224,2024-11-12,Toothpaste,Personal Care,45,0,15,20.142857142857142,Tuesday,0,0,Colgate,0.1,25,0
1227,2024-11-13,Toothpaste,Personal Care,45,0,22,19.285714285714285,Wednesday,0,0,Colgate,0.1,39,0
1230,2024-11-14,Toothpaste,Personal Care,50,0,24,20.0,Thursday,0,0,Colgate,0.0,29,0
1233,2024-11-15,Toothpaste,Personal Care,45,0,19,21.142857142857142,Friday,0,1,Colgate,0.1,28,0
1236,2024-11-16,Toothpaste,Personal Care,50,1,25,20.571428571428573,Saturday,1,0,Colgate,0.0,41,0
1239,2024-11-17,Toothpaste,Personal Care,50,0,24,20.857142857142858,Sunday,1,0,Colgate,0.0,34,0
1242,2024-11-18,Toothpaste,Personal Care,40,1,27,21.714285714285715,Monday,0,0,Colgate,0.2,45,0
1245,2024-11-19,Toothpaste,Personal Care,40,0,19,22.285714285714285,Tuesday,0,0,Colgate,0.2,35,0
1248,2024-11-20,Toothpaste,Personal Care,50,0,16,22.857142857142858,Wednesday,0,0,Colgate,0.0,19,0
1251,2024-11-21,Toothpaste,Personal Care,40,0,18,22.0,Thursday,0,0,Colgate,0.2,31,0
